date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,result,goal_difference,year,tournament_weight,elo_home,elo_away,elo_diff,home_scored,home_conceded,home_goal_diff,home_win_rate,home_draw_rate,away_scored,away_conceded,away_goal_diff,away_win_rate,away_draw_rate,h2h_home_wins,h2h_away_wins,h2h_draws,actual_result
2008-07-30,Trinidad and Tobago,Haiti,2.0,0.0,Friendly,Macoya,Trinidad and Tobago,0,H,2.0,2008.0,1.0,1088.6884791146613,1043.7151726797124,44.97330643494888,1.6,0.8,0.8,0.6,0.2,0.8,1.0,-0.2,0.3,0.3,4,3,0,
2008-07-30,Turkmenistan,Tajikistan,0.0,0.0,AFC Challenge Cup,Hyderabad,India,1,D,0.0,2008.0,2.0,922.7404402956269,956.6865165023156,-33.94607620668876,0.9,1.5,-0.6,0.2,0.2,1.9,1.3,0.6,0.3,0.4,0,0,0,
2008-07-31,Myanmar,Nepal,3.0,0.0,AFC Challenge Cup,Hyderabad,India,1,H,3.0,2008.0,2.0,938.8555730258644,824.5445736511327,114.31099937473164,1.0,1.5,-0.5,0.5,0.3,1.1,2.5,-1.4,0.4,0.0,0,0,0,
2008-07-31,Curaçao,Grenada,2.0,0.0,CFU Caribbean Cup qualification,Willemstad,Curaçao,0,H,2.0,2008.0,2.0,942.4726759622288,980.6482289599213,-38.175552997692535,0.5,1.1,-0.6,0.3,0.2,2.2,1.4,0.8,0.4,0.3,0,0,1,
2008-07-31,North Korea,Sri Lanka,3.0,0.0,AFC Challenge Cup,Hyderabad,India,1,H,3.0,2008.0,2.0,1109.201551822724,883.2124652039574,225.98908661876658,0.7,0.6,0.1,0.3,0.5,1.9,1.7,0.2,0.4,0.2,0,0,0,
2008-08-01,India,Tajikistan,1.0,1.0,AFC Challenge Cup,Hyderabad,India,0,D,0.0,2008.0,2.0,974.1853366169678,954.3490379151394,19.836298701828355,1.8,0.8,1.0,0.6,0.3,1.7,1.0,0.7,0.3,0.5,0,0,0,
2008-08-01,Afghanistan,Turkmenistan,0.0,5.0,AFC Challenge Cup,Hyderabad,India,1,A,-5.0,2008.0,2.0,806.8079665961171,925.077918882803,-118.2699522866859,1.0,1.6,-0.6,0.1,0.5,0.5,1.4,-0.9,0.1,0.3,0,2,0,
2008-08-02,Sri Lanka,Myanmar,1.0,3.0,AFC Challenge Cup,Hyderabad,India,1,A,-2.0,2008.0,2.0,872.9397948829525,955.2323549157312,-82.29256003277874,1.9,1.6,0.3,0.4,0.2,1.1,1.4,-0.3,0.5,0.3,0,0,0,
2008-08-02,Nepal,North Korea,0.0,1.0,AFC Challenge Cup,Hyderabad,India,1,A,-1.0,2008.0,2.0,808.1677917612659,1119.4742221437289,-311.30643038246296,1.1,2.6,-1.5,0.4,0.0,1.0,0.5,0.5,0.4,0.5,0,0,0,
2008-08-03,India,Turkmenistan,2.0,1.0,AFC Challenge Cup,Hyderabad,India,0,H,1.0,2008.0,2.0,972.8165805509113,941.2097145500827,31.60686600082863,1.7,0.7,1.0,0.6,0.3,1.0,1.4,-0.4,0.2,0.2,0,0,0,
2008-08-03,Afghanistan,Tajikistan,0.0,4.0,AFC Challenge Cup,Hyderabad,India,1,A,-4.0,2008.0,2.0,790.6761709288375,955.7177939811959,-165.04162305235843,0.8,1.9,-1.1,0.1,0.4,1.7,1.0,0.7,0.3,0.5,0,1,0,
2008-08-03,South Africa,Mozambique,2.0,1.0,COSAFA Cup,Bushbuckridge,South Africa,0,H,1.0,2008.0,2.0,1100.1653267884612,1018.9761092691222,81.18921751933908,1.3,0.9,0.4,0.5,0.2,1.2,1.1,0.1,0.4,0.1,1,0,0,
2008-08-03,Madagascar,Zambia,0.0,2.0,COSAFA Cup,Bushbuckridge,South Africa,1,A,-2.0,2008.0,2.0,941.3106642972427,1023.9045625831485,-82.59389828590577,1.2,1.0,0.2,0.3,0.5,1.0,1.3,-0.3,0.2,0.4,0,0,0,
2008-08-04,Nepal,Sri Lanka,3.0,0.0,AFC Challenge Cup,Hyderabad,India,1,H,3.0,2008.0,2.0,803.597399091302,857.5902927162346,-53.99289362493255,1.1,2.5,-1.4,0.4,0.0,2.0,1.8,0.2,0.4,0.2,0,0,2,
2008-08-04,North Korea,Myanmar,1.0,0.0,AFC Challenge Cup,Hyderabad,India,1,H,1.0,2008.0,2.0,1124.0446148136928,970.5818570824491,153.46275773124364,1.0,0.5,0.5,0.4,0.5,1.2,1.4,-0.2,0.5,0.3,0,0,0,
2008-08-06,Guatemala,Bolivia,3.0,0.0,Friendly,"Washington, D.C.",United States,1,H,3.0,2008.0,1.0,997.1287418226375,1006.4961998237195,-9.367458001082014,1.3,0.9,0.4,0.4,0.2,1.0,2.1,-1.1,0.3,0.1,1,0,0,
2008-08-07,Syria,Jordan,0.0,0.0,WAFF Championship,Tehran,Iran,1,D,0.0,2008.0,2.0,1117.662783733047,1057.257894923742,60.40488880930502,1.2,1.3,-0.1,0.4,0.2,1.0,1.5,-0.5,0.3,0.1,1,1,2,
2008-08-07,India,Myanmar,1.0,0.0,AFC Challenge Cup,Hyderabad,India,0,H,1.0,2008.0,2.0,987.365032653153,961.2227158451669,26.14231680798605,1.6,0.8,0.8,0.6,0.3,1.1,1.4,-0.3,0.5,0.2,1,0,0,
2008-08-07,Iran,Palestine,3.0,0.0,WAFF Championship,Tehran,Iran,0,H,3.0,2008.0,2.0,1227.779648317564,890.4195347414008,337.36011357616314,1.0,0.5,0.5,0.4,0.5,1.8,1.6,0.2,0.2,0.2,1,0,0,
2008-08-07,North Korea,Tajikistan,0.0,1.0,AFC Challenge Cup,Hyderabad,India,1,A,-1.0,2008.0,2.0,1133.4037560509748,969.1037253236645,164.3000307273103,1.0,0.4,0.6,0.5,0.4,2.0,0.9,1.1,0.4,0.4,0,0,0,
2008-08-08,Guyana,Dominica,3.0,0.0,CFU Caribbean Cup qualification,Providence,Guyana,0,H,3.0,2008.0,2.0,1033.370107010641,799.4792170770804,233.89088993356063,1.4,1.4,0.0,0.3,0.2,0.2,1.9,-1.7,0.0,0.3,2,0,0,
2008-08-09,Dominica,Suriname,1.0,3.0,CFU Caribbean Cup qualification,Blairmont,Guyana,1,A,-2.0,2008.0,2.0,789.5690343104014,1006.2382166384433,-216.66918232804187,0.2,2.1,-1.9,0.0,0.3,1.5,1.4,0.1,0.5,0.1,0,0,0,
2008-08-09,Oman,Syria,1.0,2.0,WAFF Championship,Tehran,Iran,1,A,-1.0,2008.0,2.0,1130.1458535067936,1113.5317016586855,16.614151848108122,1.1,0.9,0.2,0.5,0.3,1.1,1.1,0.0,0.4,0.3,1,2,1,
2008-08-09,Palestine,Qatar,0.0,1.0,WAFF Championship,Tehran,Iran,1,A,-1.0,2008.0,2.0,884.3989811907911,1126.0490494870419,-241.65006829625077,0.7,1.9,-1.2,0.1,0.2,1.1,1.1,0.0,0.5,0.2,0,1,1,
2008-08-10,Haiti,Trinidad and Tobago,1.0,0.0,Friendly,Port-au-Prince,Haiti,0,H,1.0,2008.0,1.0,1026.2896811610608,1106.1139706333129,-79.82428947225208,0.8,1.2,-0.4,0.3,0.2,1.7,0.8,0.9,0.6,0.2,2,5,0,
2008-08-10,Guyana,Suriname,1.0,1.0,CFU Caribbean Cup qualification,Providence,Guyana,0,D,0.0,2008.0,2.0,1043.28028977732,1015.1652915985218,28.114998178798146,1.4,1.2,0.2,0.3,0.2,1.8,1.0,0.8,0.6,0.1,1,2,0,
2008-08-11,Iran,Qatar,6.0,1.0,WAFF Championship,Tehran,Iran,0,H,5.0,2008.0,2.0,1233.8002018681736,1132.4247373291719,101.37546453900177,1.3,0.5,0.8,0.5,0.4,1.2,0.8,0.4,0.6,0.2,3,0,1,
2008-08-13,Iran,Syria,2.0,0.0,WAFF Championship,Tehran,Iran,0,H,2.0,2008.0,2.0,1250.9896215989781,1130.2962289687962,120.69339263018196,1.9,0.6,1.3,0.6,0.3,1.3,1.2,0.1,0.5,0.2,3,0,2,
2008-08-13,Jordan,Qatar,3.0,0.0,WAFF Championship,Tehran,Iran,1,H,3.0,2008.0,2.0,1061.3889769981035,1115.2353175983674,-53.84634060026383,0.8,1.4,-0.6,0.2,0.2,1.2,1.2,0.0,0.6,0.2,1,2,0,
2008-08-13,Myanmar,North Korea,0.0,4.0,AFC Challenge Cup,New Delhi,India,1,A,-4.0,2008.0,2.0,946.4243471596666,1110.3552081565397,-163.9308609968731,1.1,1.5,-0.4,0.5,0.1,0.9,0.4,0.5,0.5,0.3,0,1,0,
2008-08-13,India,Tajikistan,4.0,1.0,AFC Challenge Cup,New Delhi,India,0,H,3.0,2008.0,2.0,1002.1634013386533,992.1522732180998,10.011128120553508,1.5,0.6,0.9,0.7,0.2,1.6,0.9,0.7,0.4,0.4,0,0,1,
2008-08-14,El Salvador,Trinidad and Tobago,1.0,3.0,Friendly,"Washington, D.C.",United States,1,A,-2.0,2008.0,1.0,976.9965653159445,1086.5012707386395,-109.504705422695,2.1,0.6,1.5,0.3,0.4,1.5,0.7,0.8,0.6,0.1,1,1,1,
2008-08-15,Iran,Jordan,2.0,1.0,WAFF Championship,Tehran,Iran,0,H,1.0,2008.0,2.0,1264.3085602778635,1089.0790530529373,175.22950722492624,2.1,0.6,1.5,0.7,0.2,1.1,1.3,-0.2,0.3,0.2,3,2,1,
2008-08-19,Gabon,Mali,1.0,0.0,Friendly,Mantes-la-Ville,France,1,H,1.0,2008.0,1.0,1057.2775406382686,1126.867462475627,-69.58992183735836,1.1,1.1,0.0,0.4,0.3,1.6,1.6,0.0,0.4,0.1,0,0,0,
2008-08-19,Australia,South Africa,2.0,2.0,Friendly,London,England,1,D,0.0,2008.0,1.0,1201.8812470785404,1112.4930274485193,89.38821963002101,0.9,0.4,0.5,0.5,0.2,1.4,0.7,0.7,0.6,0.2,1,0,1,
2008-08-20,Colombia,Ecuador,0.0,1.0,Friendly,East Rutherford,United States,1,A,-1.0,2008.0,1.0,1178.748575403783,1080.5894842845914,98.15909111919154,1.2,1.0,0.2,0.3,0.4,1.6,1.9,-0.3,0.3,0.2,2,1,2,
2008-08-20,Costa Rica,El Salvador,1.0,0.0,FIFA World Cup qualification,San José,Costa Rica,0,H,1.0,2008.0,3.0,1071.463430068056,963.0994065660208,108.36402350203514,1.2,1.2,0.0,0.1,0.7,1.0,0.9,0.1,0.2,0.4,2,0,1,
2008-08-20,Libya,Senegal,0.0,0.0,Friendly,Tripoli,Libya,0,D,0.0,2008.0,1.0,1018.6738827160224,1149.673248643338,-130.99936592731558,1.4,1.2,0.2,0.4,0.3,1.5,1.4,0.1,0.4,0.4,0,0,0,
2008-08-20,Bosnia and Herzegovina,Bulgaria,1.0,2.0,Friendly,Zenica,Bosnia and Herzegovina,0,A,-1.0,2008.0,1.0,976.2036608667232,1183.6230080803969,-207.41934721367363,0.9,1.8,-0.9,0.2,0.1,1.4,0.6,0.8,0.7,0.1,0,0,0,
2008-08-20,Finland,Israel,2.0,0.0,Friendly,Tampere,Finland,0,H,2.0,2008.0,1.0,1056.0733521492048,1166.9649811778413,-110.89162902863654,0.5,0.8,-0.3,0.1,0.6,1.2,0.9,0.3,0.7,0.0,0,0,0,
2008-08-20,Bahrain,Burkina Faso,3.0,1.0,Friendly,Manama,Bahrain,0,H,2.0,2008.0,1.0,1145.2075045596987,984.3619990790268,160.84550548067193,1.3,0.7,0.6,0.7,0.2,1.4,1.8,-0.4,0.4,0.0,0,0,0,
2008-08-20,Algeria,United Arab Emirates,1.0,0.0,Friendly,Le Touquet,France,1,H,1.0,2008.0,1.0,1006.6614040545453,1063.3127819428007,-56.65137788825541,1.2,1.5,-0.3,0.3,0.1,0.8,1.4,-0.6,0.2,0.4,0,0,0,
2008-08-20,DR Congo,Togo,2.0,1.0,Friendly,Dreux,France,1,H,1.0,2008.0,1.0,1031.4652491003417,1015.7634176618086,15.701831438533077,1.9,0.7,1.2,0.4,0.5,1.5,1.4,0.1,0.5,0.0,1,0,0,
2008-08-20,Denmark,Spain,0.0,3.0,Friendly,Copenhagen,Denmark,0,A,-3.0,2008.0,1.0,1199.4029708044054,1400.889020575782,-201.48604977137666,1.7,1.0,0.7,0.4,0.4,1.7,0.4,1.3,0.9,0.1,0,3,0,
2008-08-20,Belarus,Argentina,0.0,0.0,Friendly,Minsk,Belarus,0,D,0.0,2008.0,1.0,1030.468683273249,1330.6305263519996,-300.1618430787505,1.6,1.3,0.3,0.4,0.3,1.6,0.4,1.2,0.6,0.3,0,0,0,
2008-08-20,Cuba,Trinidad and Tobago,1.0,3.0,FIFA World Cup qualification,Havana,Cuba,0,A,-2.0,2008.0,3.0,1074.2249382059526,1100.3984294885631,-26.173491282610485,1.3,2.0,-0.7,0.3,0.2,1.6,0.8,0.8,0.6,0.1,1,2,0,
2008-08-20,Canada,Jamaica,1.0,1.0,FIFA World Cup qualification,Toronto,Canada,0,D,0.0,2008.0,3.0,1074.5723525510123,1072.1089646449084,2.4633879061038897,1.5,1.4,0.1,0.3,0.3,2.4,1.4,1.0,0.4,0.4,1,1,0,
2008-08-20,Germany,Belgium,2.0,0.0,Friendly,Nuremberg,Germany,0,H,2.0,2008.0,1.0,1338.6985906792913,1029.8240209522276,308.8745697270638,2.1,1.0,1.1,0.7,0.1,1.2,1.7,-0.5,0.3,0.2,1,0,0,
2008-08-20,Guatemala,United States,0.0,1.0,FIFA World Cup qualification,Guatemala City,Guatemala,0,A,-1.0,2008.0,3.0,1021.7756661477392,1245.256351100694,-223.4806849529548,1.3,0.7,0.6,0.4,0.2,1.8,0.5,1.3,0.6,0.2,0,3,2,
2008-08-20,Guinea,Ivory Coast,1.0,2.0,Friendly,Chantilly,France,1,A,-1.0,2008.0,1.0,1120.6050351381973,1181.7568581717792,-61.15182303358188,1.9,1.3,0.6,0.5,0.2,1.5,1.3,0.2,0.3,0.3,0,3,0,
2008-08-20,Haiti,Suriname,2.0,2.0,FIFA World Cup qualification,Port-au-Prince,Haiti,0,D,0.0,2008.0,3.0,1045.9023810557342,1017.1031787695011,28.799202286233026,0.9,1.1,-0.2,0.4,0.2,1.8,1.1,0.7,0.5,0.2,0,0,1,
2008-08-20,Hungary,Montenegro,3.0,3.0,Friendly,Budapest,Hungary,0,D,0.0,2008.0,1.0,1037.4594524688882,1030.0956371536654,7.363815315222837,1.0,1.3,-0.3,0.4,0.2,1.22,1.33,-0.11,0.44,0.11,0,1,0,
2008-08-20,Estonia,Malta,2.0,1.0,Friendly,Tallinn,Estonia,0,H,1.0,2008.0,1.0,899.8533219642494,782.7095816186869,117.14374034556249,0.9,1.1,-0.2,0.3,0.2,1.2,2.3,-1.1,0.2,0.0,0,1,0,
2008-08-20,Iceland,Azerbaijan,1.0,1.0,Friendly,Reykjavík,Iceland,0,D,0.0,2008.0,1.0,912.1874584106022,877.4828696666465,34.704588743955696,1.1,1.6,-0.5,0.4,0.0,0.8,1.7,-0.9,0.2,0.2,0,0,0,
2008-08-20,Italy,Austria,2.0,2.0,Friendly,Nice,France,1,D,0.0,2008.0,1.0,1316.6939509756658,1046.982852572974,269.71109840269173,1.6,0.9,0.7,0.6,0.2,1.3,1.5,-0.2,0.2,0.3,0,0,0,
2008-08-20,Japan,Uruguay,1.0,3.0,Friendly,Sapporo,Japan,0,A,-2.0,2008.0,1.0,1276.5558469017426,1181.9001674201988,94.65567948154376,1.2,0.4,0.8,0.5,0.4,2.2,1.2,1.0,0.3,0.5,0,0,0,
2008-08-20,England,Czech Republic,2.0,2.0,Friendly,London,England,0,D,0.0,2008.0,1.0,1289.369697604765,1250.0548155919014,39.31488201286356,2.0,0.7,1.3,0.7,0.0,1.8,1.1,0.7,0.6,0.1,0,0,0,
2008-08-20,Bolivia,Panama,1.0,0.0,Friendly,Santa Cruz,Bolivia,0,H,1.0,2008.0,1.0,981.8492754986178,1030.4801346308202,-48.63085913220243,1.0,2.3,-1.3,0.3,0.1,0.9,1.0,-0.1,0.3,0.4,1,0,0,
2008-08-20,Kazakhstan,Andorra,3.0,0.0,FIFA World Cup qualification,Almaty,Kazakhstan,0,H,3.0,2008.0,3.0,863.1573519790376,693.7841973467055,169.3731546323321,0.5,1.9,-1.4,0.1,0.2,0.2,2.8,-2.6,0.0,0.0,0,0,0,
2008-08-20,Albania,Liechtenstein,2.0,0.0,Friendly,Tirana,Albania,0,H,2.0,2008.0,1.0,948.3671334193957,731.2131292500945,217.15400416930117,1.2,1.3,-0.1,0.3,0.3,0.8,2.7,-1.9,0.2,0.1,0,0,0,
2008-08-20,Portugal,Faroe Islands,5.0,0.0,Friendly,Aveiro,Portugal,0,H,5.0,2008.0,1.0,1210.677310831194,715.2269758162206,495.45033501497346,1.4,1.2,0.2,0.5,0.1,0.7,3.2,-2.5,0.0,0.0,0,0,0,
2008-08-20,Mexico,Honduras,2.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,0,H,1.0,2008.0,3.0,1251.1522297740075,1172.2356158240823,78.91661394992525,2.4,1.5,0.9,0.5,0.2,2.0,0.6,1.4,0.8,0.2,0,1,0,
2008-08-20,Morocco,Benin,3.0,1.0,Friendly,Rabat,Morocco,0,H,2.0,2008.0,1.0,1202.4906293444647,992.6317012665894,209.85892807787525,2.5,1.2,1.3,0.7,0.0,1.3,1.7,-0.4,0.4,0.0,1,0,0,
2008-08-20,Mozambique,Eswatini,3.0,0.0,Friendly,Maputo,Mozambique,0,H,3.0,2008.0,1.0,1006.648408609064,867.3778585191981,139.27055008986588,1.3,1.1,0.2,0.4,0.1,0.9,1.4,-0.5,0.2,0.5,3,0,1,
2008-08-20,Saudi Arabia,Paraguay,1.0,1.0,Friendly,Nyon,Switzerland,1,D,0.0,2008.0,1.0,1280.1508849623394,1138.3592835507625,141.79160141157695,2.2,0.7,1.5,0.9,0.0,1.4,1.1,0.3,0.4,0.3,0,0,0,
2008-08-20,Qatar,Tajikistan,5.0,0.0,Friendly,Doha,Qatar,0,H,5.0,2008.0,1.0,1087.5452415435336,968.8436261242357,118.70161541929792,1.0,1.4,-0.4,0.5,0.2,1.7,1.1,0.6,0.4,0.4,1,0,0,
2008-08-20,Lithuania,Moldova,3.0,0.0,Friendly,Marijampolė,Lithuania,0,H,3.0,2008.0,1.0,992.4057911516517,961.3248910995173,31.080900052134325,1.1,1.4,-0.3,0.5,0.0,1.4,1.0,0.4,0.5,0.2,0,1,0,
2008-08-20,Russia,Netherlands,1.0,1.0,Friendly,Moscow,Russia,0,D,0.0,2008.0,1.0,1209.3254286640824,1360.5290585824878,-151.20362991840534,2.0,1.3,0.7,0.7,0.0,2.4,1.0,1.4,0.7,0.1,1,1,0,
2008-08-20,Luxembourg,North Macedonia,1.0,4.0,Friendly,Luxembourg,Luxembourg,0,A,-3.0,2008.0,1.0,688.4724596271233,1037.708719039501,-349.23625941237765,0.3,1.7,-1.4,0.1,0.2,1.1,1.1,0.0,0.2,0.5,0,0,0,
2008-08-20,Norway,Republic of Ireland,1.0,1.0,Friendly,Oslo,Norway,0,D,0.0,2008.0,1.0,1105.9637047478707,1177.213130661117,-71.24942591324634,1.9,1.4,0.5,0.5,0.2,1.2,0.9,0.3,0.2,0.6,0,0,0,
2008-08-20,Oman,Uzbekistan,2.0,0.0,Friendly,Muscat,Oman,0,H,2.0,2008.0,1.0,1113.381326196683,1161.3883930849768,-48.00706688829382,1.1,1.1,0.0,0.4,0.3,2.5,1.3,1.2,0.6,0.2,0,0,0,
2008-08-20,Slovenia,Croatia,2.0,3.0,Friendly,Maribor,Slovenia,0,A,-1.0,2008.0,1.0,980.2874446046798,1268.0119439954562,-287.7244993907765,0.7,1.0,-0.3,0.3,0.2,1.1,1.1,0.0,0.5,0.3,0,1,1,
2008-08-20,Romania,Latvia,1.0,0.0,Friendly,Urziceni,Romania,0,H,1.0,2008.0,1.0,1259.2809568633274,973.2695926994851,286.01136416384236,1.7,0.6,1.1,0.5,0.2,2.0,1.2,0.8,0.7,0.0,0,0,0,
2008-08-20,Sweden,France,2.0,3.0,Friendly,Gothenburg,Sweden,0,A,-1.0,2008.0,1.0,1133.556519881747,1277.7945480758785,-144.23802819413163,0.7,0.9,-0.2,0.4,0.1,0.9,1.1,-0.2,0.3,0.4,0,0,1,
2008-08-20,Switzerland,Cyprus,4.0,1.0,Friendly,Geneva,Switzerland,0,H,3.0,2008.0,1.0,1177.0389467528173,1016.8097781163576,160.2291686364597,1.2,1.2,0.0,0.4,0.0,1.2,1.3,-0.1,0.4,0.2,2,0,0,
2008-08-20,Tanzania,Ghana,1.0,1.0,Friendly,Arusha,Tanzania,0,D,0.0,2008.0,1.0,990.1153437414674,1229.7095102455637,-239.59416650409628,0.8,1.0,-0.2,0.2,0.4,1.7,1.1,0.6,0.6,0.0,0,0,0,
2008-08-20,Tunisia,Angola,1.0,1.0,Friendly,Monastir,Tunisia,0,D,0.0,2008.0,1.0,1173.2696530529452,1058.6659578772512,114.60369517569393,1.6,0.9,0.7,0.6,0.2,1.5,1.3,0.2,0.3,0.4,1,0,1,
2008-08-20,Turkey,Chile,1.0,0.0,Friendly,İzmit,Turkey,0,H,1.0,2008.0,1.0,1169.3400444752222,1175.6944302246911,-6.354385749468975,1.5,1.4,0.1,0.4,0.3,1.2,0.8,0.4,0.5,0.3,0,0,0,
2008-08-20,Sudan,Egypt,4.0,0.0,Friendly,Omdurman,Sudan,0,H,4.0,2008.0,1.0,959.5277217073154,1237.8709753875996,-278.3432536802842,0.4,2.6,-2.2,0.1,0.1,1.9,0.7,1.2,0.7,0.1,0,3,0,
2008-08-20,Venezuela,Syria,4.0,1.0,Friendly,Puerto la Cruz,Venezuela,0,H,3.0,2008.0,1.0,1118.4596601895703,1116.9772902899108,1.4823698996594885,1.2,1.2,0.0,0.4,0.3,1.2,1.3,-0.1,0.5,0.1,0,0,0,
2008-08-20,Wales,Georgia,1.0,2.0,Friendly,Swansea,Wales,0,A,-1.0,2008.0,1.0,1119.8144101291905,922.5619106889006,197.25249944028985,1.6,1.2,0.4,0.5,0.2,0.9,1.7,-0.8,0.2,0.3,0,0,0,
2008-08-20,Zimbabwe,Botswana,1.0,0.0,Friendly,Harare,Zimbabwe,0,H,1.0,2008.0,1.0,1004.6774159576383,992.4899558135957,12.187460144042689,1.0,0.9,0.1,0.4,0.3,0.9,1.3,-0.4,0.3,0.2,4,0,1,
2008-08-20,Ukraine,Poland,1.0,0.0,Friendly,Lviv,Ukraine,0,H,1.0,2008.0,1.0,1144.6928399774765,1145.258595445323,-0.5657554678464294,1.4,1.4,0.0,0.3,0.3,1.0,1.1,-0.1,0.3,0.4,0,0,0,
2008-08-20,Scotland,Northern Ireland,0.0,0.0,Friendly,Glasgow,Scotland,0,D,0.0,2008.0,1.0,1141.4367775069038,1035.1988362211666,106.23794128573718,1.4,1.0,0.4,0.6,0.1,1.7,1.1,0.6,0.5,0.1,0,0,0,
2008-08-20,Slovakia,Greece,0.0,2.0,Friendly,Bratislava,Slovakia,0,A,-2.0,2008.0,1.0,1033.7341182163673,1133.5900485561767,-99.85593033980945,1.9,1.9,0.0,0.2,0.2,1.6,1.1,0.5,0.5,0.1,0,0,0,
2008-08-21,Indonesia,Cambodia,7.0,0.0,Friendly,Jakarta,Indonesia,0,H,7.0,2008.0,1.0,997.6253094500853,733.2308031653937,264.3945062846916,0.9,1.8,-0.9,0.4,0.1,1.3,3.0,-1.7,0.2,0.1,1,0,0,
2008-08-22,Cambodia,Myanmar,1.0,7.0,Friendly,Jakarta,Indonesia,1,A,-6.0,2008.0,1.0,724.630616159824,932.9766070987015,-208.34599093887755,0.9,3.6,-2.7,0.1,0.1,1.1,1.9,-0.8,0.5,0.0,0,0,0,
2008-08-24,Libya,Chad,3.0,0.0,Friendly,Tripoli,Libya,0,H,3.0,2008.0,1.0,1027.3172370321577,907.8483261786232,119.46891085353445,1.4,1.1,0.3,0.4,0.4,0.7,1.9,-1.2,0.2,0.2,0,0,0,
2008-08-24,Qatar,North Korea,2.0,1.0,Friendly,Doha,Qatar,0,H,1.0,2008.0,1.0,1103.6504346993063,1123.8029482175048,-20.152513518198475,1.3,1.4,-0.1,0.5,0.2,1.2,0.1,1.1,0.6,0.3,0,0,0,
2008-08-25,Indonesia,Myanmar,4.0,0.0,Friendly,Jakarta,Indonesia,0,H,4.0,2008.0,1.0,1006.225496455655,944.093088931542,62.13240752411309,1.4,1.7,-0.3,0.4,0.1,1.7,2.0,-0.3,0.5,0.0,0,1,1,
2008-08-27,Bermuda,Antigua and Barbuda,0.0,4.0,CFU Caribbean Cup qualification,George Town,Cayman Islands,1,A,-4.0,2008.0,2.0,944.0691596965368,921.7591927528651,22.30996694367161,1.6,1.3,0.3,0.5,0.1,2.0,1.8,0.2,0.5,0.0,0,0,0,
2008-08-27,Cayman Islands,Saint Martin,3.0,0.0,CFU Caribbean Cup qualification,George Town,Cayman Islands,0,H,3.0,2008.0,2.0,837.7573900877946,872.9158870161399,-35.158496928345244,0.6,2.6,-2.0,0.1,0.1,0.5,3.8,-3.3,0.0,0.2,0,0,0,
2008-08-27,Iran,Azerbaijan,1.0,0.0,Friendly,Tehran,Iran,0,H,1.0,2008.0,1.0,1272.8600458205901,879.8722363098102,392.9878095107799,2.3,0.6,1.7,0.8,0.2,0.6,1.6,-1.0,0.1,0.3,1,0,0,
2008-08-28,Libya,Niger,6.0,2.0,Friendly,Tripoli,Libya,0,H,4.0,2008.0,1.0,1043.375197039584,859.4239238445501,183.95127319503388,1.6,1.0,0.6,0.5,0.3,0.7,1.7,-1.0,0.1,0.2,0,0,0,
2008-08-29,United Arab Emirates,Bahrain,2.0,3.0,Friendly,Abu Dhabi,United Arab Emirates,0,A,-1.0,2008.0,1.0,1044.7267673416538,1156.5577853626976,-111.83101802104375,0.8,1.0,-0.2,0.2,0.4,1.4,0.7,0.7,0.7,0.2,0,2,1,
2008-08-29,Uzbekistan,North Korea,0.0,0.0,Friendly,Tashkent,Uzbekistan,0,D,0.0,2008.0,1.0,1138.642338274788,1106.8759300654046,31.76640820938337,2.5,1.5,1.0,0.6,0.1,1.3,0.3,1.0,0.6,0.2,0,0,1,
2008-08-30,Saudi Arabia,Qatar,2.0,1.0,Friendly,Dammam,Saudi Arabia,0,H,1.0,2008.0,1.0,1270.8661032668151,1120.5774528514064,150.2886504154087,2.1,0.8,1.3,0.8,0.1,1.4,1.4,0.0,0.6,0.1,0,0,2,
2008-08-30,Cayman Islands,Antigua and Barbuda,1.0,1.0,CFU Caribbean Cup qualification,George Town,Cayman Islands,0,D,0.0,2008.0,2.0,864.1777967661754,947.298195975011,-83.12039920883558,0.9,2.3,-1.4,0.2,0.1,2.3,1.5,0.8,0.6,0.0,0,0,0,
2008-08-30,Suriname,French Guiana,2.0,1.0,Friendly,Paramaribo,Suriname,0,H,1.0,2008.0,1.0,1019.0880134135417,1000.9944490888432,18.09356432469849,1.9,1.3,0.6,0.4,0.3,1.2,1.4,-0.2,0.3,0.3,0,1,0,
2008-08-30,Saint Martin,Bermuda,0.0,7.0,CFU Caribbean Cup qualification,George Town,Cayman Islands,1,A,-7.0,2008.0,2.0,846.4954803377591,918.5301564743909,-72.03467613663179,0.2,3.3,-3.1,0.0,0.2,1.5,1.5,0.0,0.5,0.1,0,0,0,
2008-08-31,Cayman Islands,Bermuda,0.0,0.0,CFU Caribbean Cup qualification,George Town,Cayman Islands,0,D,0.0,2008.0,2.0,869.8124573407961,937.6242726999875,-67.81181535919143,0.9,2.2,-1.3,0.2,0.2,1.8,1.3,0.5,0.5,0.1,0,2,1,
2008-08-31,Antigua and Barbuda,Saint Martin,3.0,2.0,CFU Caribbean Cup qualification,George Town,Cayman Islands,1,H,1.0,2008.0,2.0,941.6635354003904,827.4013641121625,114.26217128822793,2.4,1.3,1.1,0.6,0.1,0.1,3.3,-3.2,0.0,0.2,0,0,0,
