date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,result,goal_difference,year,tournament_weight,elo_home,elo_away,elo_diff,home_scored,home_conceded,home_goal_diff,home_win_rate,home_draw_rate,away_scored,away_conceded,away_goal_diff,away_win_rate,away_draw_rate,h2h_home_wins,h2h_away_wins,h2h_draws
2003-01-25,Uganda,Algeria,0.0,1.0,Friendly,Kampala,Uganda,False,A,-1.0,2003,1.0,1041.2006299389427,1042.1920039356903,-0.9913739967475976,1.6,0.8,0.8,0.6,0.2,1.3,0.9,0.4,0.3,0.4,0,0,1
2003-01-26,Barbados,Finland,0.0,0.0,Friendly,Bridgetown,Barbados,False,D,0.0,2003,1.0,991.2526679858565,1053.127225399705,-61.87455741384838,0.9,1.7,-0.8,0.3,0.2,1.3,1.3,0.0,0.4,0.1,0,0,0
2003-01-26,Ghana,Benin,3.0,0.0,Friendly,Kumasi,Ghana,False,H,3.0,2003,1.0,1007.2074371019995,975.8893774260841,31.31805967591538,0.9,1.1,-0.2,0.3,0.2,1.5,2.4,-0.9,0.3,0.3,0,0,0
2003-01-26,United Arab Emirates,Norway,1.0,1.0,Friendly,Sharjah,United Arab Emirates,False,D,0.0,2003,1.0,970.4915768603914,1098.8234752252686,-128.33189836487713,0.7,1.7,-1.0,0.1,0.1,1.0,0.5,0.5,0.4,0.4,0,0,0
2003-01-28,Oman,Norway,1.0,2.0,Friendly,Muscat,Oman,False,A,-1.0,2003,1.0,1048.5542750773418,1090.34092558866,-41.78665051131816,1.2,1.0,0.2,0.5,0.1,1.1,0.5,0.6,0.4,0.5,0,0,0
2003-01-29,Cyprus,Greece,1.0,2.0,Friendly,Larnaca,Cyprus,False,A,-1.0,2003,1.0,946.5604708207553,1030.063432915625,-83.50296209486976,1.3,2.1,-0.8,0.2,0.3,1.3,1.1,0.2,0.4,0.3,1,1,0
2003-01-29,Trinidad and Tobago,Finland,1.0,2.0,Friendly,Port of Spain,Trinidad and Tobago,False,A,-1.0,2003,1.0,1042.0414208333807,1048.897702364885,-6.856281531504237,0.8,1.0,-0.2,0.3,0.3,1.2,1.2,0.0,0.4,0.1,0,0,0
2003-01-31,Honduras,Argentina,1.0,3.0,Friendly,San Pedro Sula,Honduras,False,A,-2.0,2003,1.0,1127.3385236757367,1194.5195556690433,-67.18103199330653,1.5,1.8,-0.3,0.4,0.2,1.3,0.8,0.5,0.4,0.5,0,0,0
2003-02-04,Mexico,Argentina,0.0,1.0,Friendly,Los Angeles,United States,True,A,-1.0,2003,1.0,1171.0244105097383,1210.699792168202,-39.67538165846372,1.3,0.7,0.6,0.6,0.2,1.4,0.7,0.7,0.5,0.4,0,1,0
2003-02-04,Uruguay,Iran,1.0,1.0,Lunar New Year Cup,So Kon Po,Hong Kong,True,D,0.0,2003,2.0,1092.258683150758,1152.7454835663605,-60.486800415602374,1.4,1.4,0.0,0.3,0.3,1.3,0.9,0.4,0.4,0.4,0,0,0
2003-02-08,United States,Argentina,0.0,1.0,Friendly,Miami,United States,False,A,-1.0,2003,1.0,1170.5092743167434,1224.880574280406,-54.37129996366275,2.0,1.0,1.0,0.6,0.1,1.3,0.7,0.6,0.5,0.4,0,0,0
2003-02-09,Croatia,North Macedonia,2.0,2.0,Friendly,Šibenik,Croatia,False,D,0.0,2003,1.0,1073.9940687150754,934.7807710485297,139.2132976665457,0.8,0.6,0.2,0.4,0.3,1.8,1.7,0.1,0.2,0.5,0,0,0
2003-02-09,Ecuador,Estonia,1.0,0.0,Friendly,Guayaquil,Ecuador,False,H,1.0,2003,1.0,1059.6022470614516,1017.255898934347,42.34634812710465,0.9,1.0,-0.1,0.3,0.3,1.0,0.6,0.4,0.5,0.3,0,0,0
2003-02-09,Panama,El Salvador,1.0,2.0,UNCAF Cup,Panama City,Panama,False,A,-1.0,2003,2.0,951.6998688931955,986.9122267166761,-35.2123578234806,1.2,1.5,-0.3,0.2,0.3,0.3,1.3,-1.0,0.1,0.4,2,2,1
2003-02-11,Cameroon,Ivory Coast,0.0,3.0,Friendly,Châteauroux,France,True,A,-3.0,2003,1.0,1168.9434748689616,1099.877768148463,69.06570672049861,1.1,0.9,0.2,0.3,0.5,1.8,0.8,1.0,0.3,0.4,2,0,0
2003-02-11,Costa Rica,El Salvador,1.0,0.0,UNCAF Cup,Panama City,Panama,True,H,1.0,2003,2.0,1105.332828656727,1001.2961671443968,104.03666151233028,1.0,1.7,-0.7,0.1,0.4,0.4,1.3,-0.9,0.2,0.3,0,0,1
2003-02-11,Honduras,Nicaragua,2.0,0.0,UNCAF Cup,Panama City,Panama,True,H,2.0,2003,2.0,1111.158287176578,848.6099372672004,262.5483499093775,1.6,1.9,-0.3,0.4,0.2,0.5,3.7,-3.2,0.1,0.0,3,0,0
2003-02-12,Libya,Canada,2.0,4.0,Friendly,Tripoli,Libya,False,A,-2.0,2003,1.0,966.032709191599,1009.5396116613102,-43.506902469711235,1.2,1.6,-0.4,0.3,0.1,1.0,1.6,-0.6,0.3,0.2,0,0,0
2003-02-12,Malta,Kazakhstan,2.0,2.0,Friendly,Attard,Malta,False,D,0.0,2003,1.0,828.9577485150212,1035.9309875003887,-206.97323898536752,0.9,1.9,-1.0,0.3,0.2,2.2,0.6,1.6,0.4,0.4,0,0,0
2003-02-12,Mexico,Colombia,0.0,0.0,Friendly,Phoenix,United States,True,D,0.0,2003,1.0,1156.8436283975343,1123.962375179526,32.881253218008396,1.3,0.8,0.5,0.6,0.1,1.3,0.8,0.5,0.4,0.3,1,2,0
2003-02-12,Morocco,Senegal,1.0,0.0,Friendly,Paris,France,True,H,1.0,2003,1.0,1102.3361549842011,1172.61035246428,-70.27419748007878,2.1,0.9,1.2,0.6,0.2,1.4,1.2,0.2,0.4,0.4,0,1,1
2003-02-12,Netherlands,Argentina,1.0,0.0,Friendly,Amsterdam,Netherlands,False,H,1.0,2003,1.0,1248.421186327855,1238.3969253095847,10.024261018270181,2.4,0.3,2.1,0.8,0.2,1.3,0.6,0.7,0.6,0.3,0,0,0
2003-02-12,Northern Ireland,Finland,0.0,1.0,Friendly,Belfast,Northern Ireland,False,A,-1.0,2003,1.0,933.2420049405839,1064.5819999121325,-131.33999497154855,0.7,1.6,-0.9,0.2,0.4,1.1,1.3,-0.2,0.4,0.1,0,0,0
2003-02-12,Romania,Slovakia,2.0,1.0,Cyprus International Tournament,Larnaca,Cyprus,True,H,1.0,2003,2.0,1059.0951044205958,982.5096588499675,76.58544557062828,1.9,1.0,0.9,0.4,0.1,1.6,1.7,-0.1,0.3,0.2,0,0,1
2003-02-12,Spain,Germany,3.0,1.0,Friendly,Palma de Mallorca,Spain,False,H,2.0,2003,1.0,1191.274782428035,1175.8516492184913,15.423133209543721,1.7,0.6,1.1,0.6,0.4,1.3,0.9,0.4,0.6,0.2,0,1,0
2003-02-12,Serbia,Azerbaijan,2.0,2.0,UEFA Euro qualification,Podgorica,Serbia and Montenegro,False,D,0.0,2003,3.0,1068.4992165311721,844.9662811401352,223.53293539103697,1.0,1.5,-0.5,0.3,0.2,0.3,1.3,-1.0,0.1,0.3,0,0,0
2003-02-12,Slovenia,Switzerland,1.0,5.0,Friendly,Nova Gorica,Slovenia,False,A,-4.0,2003,1.0,1060.0554762362906,1055.775417634326,4.280058601964583,0.9,1.2,-0.3,0.4,0.2,1.8,1.5,0.3,0.5,0.3,1,0,1
2003-02-12,Latvia,Lithuania,2.0,1.0,Friendly,Antalya,Turkey,True,H,1.0,2003,1.0,969.9706194687959,859.0622153419351,110.90840412686077,1.2,1.2,0.0,0.4,0.2,0.7,1.9,-1.2,0.2,0.2,1,2,0
2003-02-12,Tunisia,Sweden,1.0,0.0,Friendly,Radès,Tunisia,False,H,1.0,2003,1.0,1061.3608321726592,1091.5811791116,-30.220346938940793,0.4,1.0,-0.6,0.0,0.6,1.3,1.4,-0.1,0.1,0.7,0,0,0
2003-02-12,Turkey,Ukraine,0.0,0.0,Friendly,İzmir,Turkey,False,D,0.0,2003,1.0,1159.6049058545311,1008.0627532322289,151.54215262230218,2.2,0.5,1.7,0.8,0.1,1.0,1.2,-0.2,0.3,0.3,0,0,0
2003-02-12,Wales,Bosnia and Herzegovina,2.0,2.0,Friendly,Cardiff,Wales,False,D,0.0,2003,1.0,1055.8321759362527,955.7138243685099,100.11835156774282,1.2,0.6,0.6,0.5,0.4,1.2,1.6,-0.4,0.2,0.3,0,0,0
2003-02-12,Scotland,Republic of Ireland,0.0,2.0,Friendly,Glasgow,Scotland,False,A,-2.0,2003,1.0,997.6068033044468,1163.21083274886,-165.6040294444132,1.1,2.0,-0.9,0.3,0.1,1.5,1.2,0.3,0.3,0.4,1,0,0
2003-02-12,Jamaica,United States,1.0,2.0,Friendly,Kingston,Jamaica,False,A,-1.0,2003,1.0,1065.1157756400057,1156.9929232875647,-91.87714764755901,1.5,0.5,1.0,0.5,0.4,1.8,1.0,0.8,0.5,0.1,0,2,1
2003-02-12,Guinea,Mali,0.0,1.0,Friendly,Toulon,France,True,A,-1.0,2003,1.0,1019.6174682763929,1095.2808586826811,-75.66339040628827,1.1,1.2,-0.1,0.4,0.1,1.6,0.9,0.7,0.6,0.1,3,0,0
2003-02-12,Israel,Armenia,2.0,0.0,Friendly,Ramat Gan,Israel,False,H,2.0,2003,1.0,1033.4769288353623,927.9193771717665,105.55755166359575,2.1,1.8,0.3,0.5,0.3,0.8,1.8,-1.0,0.1,0.5,0,0,0
2003-02-12,Albania,Vietnam,5.0,0.0,Friendly,Bastia Umbra,Italy,True,H,5.0,2003,1.0,915.4829850840919,1050.752041078225,-135.26905599413305,0.4,1.7,-1.3,0.1,0.4,2.7,1.8,0.9,0.5,0.3,0,0,0
2003-02-12,Algeria,Belgium,1.0,3.0,Friendly,Annaba,Algeria,False,A,-2.0,2003,1.0,1058.1463495998648,1109.6150162516665,-51.46866665180164,1.4,0.8,0.6,0.4,0.4,1.2,1.1,0.1,0.5,0.3,0,0,1
2003-02-12,Barbados,Martinique,3.0,3.0,Friendly,Bridgetown,Barbados,False,D,0.0,2003,1.0,995.4821910206766,1098.5463055211999,-103.06411450052326,0.9,1.2,-0.3,0.3,0.3,2.1,0.9,1.2,0.6,0.2,0,1,0
2003-02-12,Bulgaria,Hungary,1.0,0.0,Friendly,Larnaca,Cyprus,True,H,1.0,2003,1.0,1067.6733367993695,987.4888398447781,80.1844969545914,0.8,1.6,-0.8,0.3,0.2,1.3,1.4,-0.1,0.3,0.3,0,0,0
2003-02-12,China,Brazil,0.0,0.0,Friendly,Guangzhou,China,False,D,0.0,2003,1.0,1056.9189227850452,1264.064078817528,-207.14515603248287,0.5,1.8,-1.3,0.1,0.3,2.5,0.7,1.8,0.9,0.0,0,1,0
2003-02-12,Italy,Portugal,1.0,0.0,Friendly,Genoa,Italy,False,H,1.0,2003,1.0,1105.9820123805132,1177.2858064531656,-71.30379407265241,1.0,1.1,-0.1,0.2,0.3,1.7,1.3,0.4,0.4,0.3,1,0,0
2003-02-12,Cyprus,Russia,0.0,1.0,Cyprus International Tournament,Limassol,Cyprus,False,A,-1.0,2003,2.0,934.3335534721742,1113.415415338825,-179.08186186665068,1.2,2.1,-0.9,0.2,0.2,1.6,1.2,0.4,0.3,0.4,0,0,0
2003-02-12,Croatia,Poland,0.0,0.0,Friendly,Split,Croatia,False,D,0.0,2003,1.0,1064.861167367011,1060.5311671839943,4.330000183016637,1.0,0.8,0.2,0.4,0.3,1.0,1.3,-0.3,0.4,0.1,0,0,0
2003-02-12,Egypt,Denmark,1.0,4.0,Friendly,Cairo,Egypt,False,A,-3.0,2003,1.0,1098.8785121083472,1174.915864165807,-76.03735205745988,1.2,0.6,0.6,0.4,0.3,1.6,0.9,0.7,0.7,0.2,0,0,0
2003-02-12,England,Australia,1.0,3.0,Friendly,London,England,False,A,-2.0,2003,1.0,1156.9370810856515,1183.1824605639858,-26.24537947833437,1.4,1.0,0.4,0.3,0.6,2.9,1.0,1.9,0.6,0.1,0,0,0
2003-02-12,France,Czech Republic,0.0,2.0,Friendly,Saint-Denis,France,False,A,-2.0,2003,1.0,1208.7959216339557,1142.6636805464584,66.13224108749728,1.9,0.9,1.0,0.5,0.2,2.3,0.7,1.6,0.7,0.3,1,0,0
2003-02-12,Georgia,Moldova,2.0,2.0,Friendly,Tbilisi,Georgia,False,D,0.0,2003,1.0,990.6072192780932,846.7300770312405,143.8771422468527,1.7,1.8,-0.1,0.4,0.1,0.5,1.9,-1.4,0.1,0.1,0,0,0
2003-02-12,Greece,Norway,1.0,0.0,Friendly,Heraklion,Greece,False,H,1.0,2003,1.0,1042.2903502642062,1104.4258045719025,-62.135454307696364,1.1,1.0,0.1,0.4,0.3,1.3,0.6,0.7,0.5,0.4,0,0,0
2003-02-12,Ecuador,Estonia,2.0,1.0,Friendly,Quito,Ecuador,False,H,1.0,2003,1.0,1073.661725213216,1003.1964207825825,70.46530443063341,0.7,1.0,-0.3,0.3,0.3,0.8,0.6,0.2,0.4,0.3,1,0,0
2003-02-13,Costa Rica,Guatemala,1.0,1.0,UNCAF Cup,Panama City,Panama,True,D,0.0,2003,2.0,1116.680004644282,1015.6193005785985,101.06070406568347,1.1,1.5,-0.4,0.2,0.4,0.7,0.6,0.1,0.3,0.4,2,2,1
2003-02-13,Cyprus,Slovakia,1.0,3.0,Cyprus International Tournament,Larnaca,Cyprus,False,A,-2.0,2003,2.0,925.9203083975817,969.9805143187501,-44.060205921168404,1.1,1.9,-0.8,0.2,0.2,1.2,1.9,-0.7,0.2,0.2,0,0,0
2003-02-13,El Salvador,Nicaragua,3.0,0.0,UNCAF Cup,Panama City,Panama,True,H,3.0,2003,2.0,989.9489911568418,841.3803836578501,148.5686074989917,0.4,1.3,-0.9,0.2,0.3,0.5,3.7,-3.2,0.1,0.0,1,0,0
2003-02-14,North Macedonia,Poland,0.0,3.0,Friendly,Split,Croatia,True,A,-3.0,2003,1.0,943.9136723965943,1060.8302575154787,-116.91658511888443,1.9,1.8,0.1,0.2,0.5,0.9,1.1,-0.2,0.4,0.2,0,0,0
2003-02-15,Costa Rica,Nicaragua,1.0,0.0,UNCAF Cup,Panama City,Panama,True,H,1.0,2003,2.0,1109.8894214876057,827.0602090699637,282.829212417642,1.1,1.5,-0.4,0.2,0.4,0.5,3.9,-3.4,0.1,0.0,0,0,0
2003-02-15,Honduras,El Salvador,0.0,1.0,UNCAF Cup,Panama City,Panama,True,A,-1.0,2003,2.0,1118.3878407859281,1004.2691657447282,114.11867504119994,1.6,1.7,-0.1,0.5,0.1,0.6,0.9,-0.3,0.3,0.3,3,0,1
2003-02-15,Benin,Ghana,1.0,0.0,Friendly,Cotonou,Benin,False,H,1.0,2003,1.0,954.0469119483655,1029.049902579718,-75.00299063135253,1.3,2.7,-1.4,0.2,0.3,1.2,1.1,0.1,0.4,0.1,0,1,0
2003-02-16,China,Estonia,1.0,0.0,Friendly,Wuhan,China,False,H,1.0,2003,1.0,1069.7432844806497,990.3976940346606,79.34559044598905,0.5,1.8,-1.3,0.1,0.3,0.9,0.7,0.2,0.4,0.3,0,0,0
2003-02-16,Gambia,Nigeria,0.0,1.0,Friendly,Banjul,Gambia,False,A,-1.0,2003,1.0,992.4645574479775,1161.7491420368951,-169.2845845889176,1.1,1.1,0.0,0.4,0.3,0.8,0.7,0.1,0.3,0.5,0,0,0
2003-02-16,Panama,Guatemala,2.0,0.0,UNCAF Cup,Panama City,Panama,False,H,2.0,2003,2.0,937.3159284654747,1022.409883735275,-85.09395526980029,1.1,1.6,-0.5,0.1,0.3,0.8,0.7,0.1,0.3,0.4,1,1,2
2003-02-16,Qatar,Sweden,2.0,3.0,King's Cup,Bangkok,Thailand,True,A,-1.0,2003,2.0,1127.2205225817565,1074.1929798489664,53.02754273279015,1.5,0.7,0.8,0.7,0.1,1.2,1.4,-0.2,0.1,0.6,0,0,1
2003-02-16,Thailand,North Korea,2.0,2.0,King's Cup,Bangkok,Thailand,False,D,0.0,2003,2.0,1089.6152162929525,1038.2141799000765,51.401036392875994,2.0,0.9,1.1,0.5,0.3,1.2,0.9,0.3,0.3,0.5,1,1,2
2003-02-18,Guatemala,Nicaragua,5.0,0.0,UNCAF Cup,Panama City,Panama,True,H,5.0,2003,2.0,997.6071324293737,821.8092848565047,175.79784757286893,0.6,0.9,-0.3,0.2,0.4,0.5,3.6,-3.1,0.1,0.0,0,0,0
2003-02-18,North Korea,Sweden,1.0,1.0,King's Cup,Bangkok,Thailand,True,D,0.0,2003,2.0,1041.7391575630036,1092.6162016358996,-50.87704407289607,1.2,1.1,0.1,0.2,0.6,1.4,1.5,-0.1,0.2,0.5,0,0,0
2003-02-18,Panama,Honduras,1.0,1.0,UNCAF Cup,Panama City,Panama,False,D,0.0,2003,2.0,962.118679771376,1097.3136600602215,-135.1949802888455,1.2,1.4,-0.2,0.2,0.3,1.3,1.6,-0.3,0.4,0.1,2,1,0
2003-02-18,Thailand,Qatar,1.0,1.0,King's Cup,Bangkok,Thailand,False,D,0.0,2003,2.0,1086.0902386300254,1108.7973007948233,-22.70706216479789,1.8,1.1,0.7,0.4,0.4,1.6,1.0,0.6,0.6,0.1,2,3,1
2003-02-20,El Salvador,Guatemala,0.0,2.0,UNCAF Cup,Panama City,Panama,True,A,-2.0,2003,2.0,1025.3433464704349,1010.4036329496815,14.939713520753344,0.7,0.9,-0.2,0.4,0.2,0.8,0.8,0.0,0.2,0.4,2,1,5
2003-02-20,Thailand,Sweden,1.0,4.0,King's Cup,Bangkok,Thailand,False,A,-3.0,2003,2.0,1087.6565574098356,1089.1266470777332,-1.4700896678975823,1.8,1.2,0.6,0.3,0.5,1.3,1.5,-0.2,0.1,0.6,0,1,0
2003-02-20,Costa Rica,Honduras,1.0,0.0,UNCAF Cup,Panama City,Panama,True,H,1.0,2003,2.0,1115.1403457010645,1088.4191775442564,26.721168156808062,1.2,1.3,-0.1,0.3,0.4,1.3,1.7,-0.4,0.3,0.2,2,0,1
2003-02-20,North Korea,Qatar,2.0,2.0,King's Cup,Bangkok,Thailand,True,D,0.0,2003,2.0,1045.22871212117,1107.230982015013,-62.00226989384305,1.3,1.1,0.2,0.2,0.7,1.5,1.1,0.4,0.5,0.2,0,0,1
2003-02-21,Panama,Nicaragua,0.0,1.0,UNCAF Cup,Panama City,Panama,False,A,-1.0,2003,2.0,971.0131622873412,809.0127843361969,162.0003779511443,0.7,1.5,-0.8,0.1,0.4,0.5,3.9,-3.4,0.1,0.0,3,0,0
2003-02-22,Malawi,DR Congo,1.0,1.0,Friendly,Blantyre,Malawi,False,D,0.0,2003,1.0,1022.5424202819967,1019.3520308517211,3.190389430275559,1.4,0.9,0.5,0.7,0.1,1.3,1.2,0.1,0.3,0.3,0,0,0
2003-02-22,Hong Kong,Taiwan,2.0,0.0,EAFF Championship,So Kon Po,Hong Kong,False,H,2.0,2003,2.0,930.2104335275344,821.5580831554948,108.65235037203956,0.7,1.9,-1.2,0.1,0.2,0.2,3.7,-3.5,0.0,0.0,0,0,0
2003-02-22,North Korea,Sweden,0.0,4.0,King's Cup,Bangkok,Thailand,True,A,-4.0,2003,2.0,1049.4667826800799,1113.025097487125,-63.558314807045235,1.3,1.1,0.2,0.2,0.7,1.6,1.5,0.1,0.2,0.5,0,0,1
2003-02-22,Macau,Mongolia,2.0,0.0,EAFF Championship,So Kon Po,Hong Kong,True,H,2.0,2003,2.0,852.2582775287692,861.3064399354251,-9.048162406655933,0.3,3.6,-3.3,0.1,0.0,0.4,4.0,-3.6,0.0,0.1,0,0,0
2003-02-22,Madagascar,Mauritius,2.0,1.0,COSAFA Cup,Antananarivo,Madagascar,False,H,1.0,2003,2.0,1001.705018993483,937.400531905163,64.30448708832,0.7,1.1,-0.4,0.5,0.1,0.6,0.8,-0.2,0.3,0.3,3,0,1
2003-02-22,Thailand,Qatar,3.0,1.0,King's Cup,Bangkok,Thailand,False,H,2.0,2003,2.0,1063.7581070004437,1102.9929114561032,-39.234804455659514,1.9,1.5,0.4,0.3,0.5,1.5,1.2,0.3,0.4,0.3,2,3,2
2003-02-23,Peru,Haiti,5.0,1.0,Friendly,Lima,Peru,False,H,4.0,2003,1.0,932.5803729747324,1068.6736701799866,-136.0932972052542,0.7,1.8,-1.1,0.2,0.2,1.7,1.0,0.7,0.5,0.2,0,0,1
2003-02-23,Panama,Costa Rica,0.0,1.0,UNCAF Cup,Panama City,Panama,False,A,-1.0,2003,2.0,948.0502130362205,1129.912210991676,-181.86199795545542,0.6,1.4,-0.8,0.1,0.4,1.2,1.1,0.1,0.4,0.4,0,2,0
2003-02-23,Malawi,DR Congo,2.0,3.0,Friendly,Lilongwe,Malawi,False,A,-1.0,2003,1.0,1022.3220421818827,1019.5724089518351,2.749633230047607,1.4,1.0,0.4,0.6,0.2,1.2,1.1,0.1,0.3,0.3,0,0,1
2003-02-23,Guatemala,Honduras,2.0,1.0,UNCAF Cup,Panama City,Panama,True,H,1.0,2003,2.0,1031.263102337677,1073.647312253645,-42.38420991596786,0.9,0.8,0.1,0.2,0.4,1.3,1.7,-0.4,0.3,0.2,0,0,0
2003-02-24,Hong Kong,Macau,3.0,0.0,EAFF Championship,So Kon Po,Hong Kong,False,H,3.0,2003,2.0,944.1521224530054,872.7790139059673,71.3731085470381,0.8,1.8,-1.0,0.2,0.1,0.4,3.6,-3.2,0.1,0.0,1,0,0
2003-02-24,Mongolia,Guam,2.0,0.0,EAFF Championship,So Kon Po,Hong Kong,True,H,2.0,2003,2.0,840.785703558227,904.9732205499544,-64.1875169917273,0.3,3.4,-3.1,0.0,0.1,0.0,13.4,-13.4,0.0,0.0,0,0,0
2003-02-26,Guam,Macau,0.0,2.0,EAFF Championship,So Kon Po,Hong Kong,True,A,-2.0,2003,2.0,881.3197615247199,853.6410907277688,27.67867079695111,0.0,11.5,-11.5,0.0,0.0,0.4,3.8,-3.4,0.1,0.0,0,0,0
2003-02-28,Guam,Taiwan,0.0,7.0,EAFF Championship,So Kon Po,Hong Kong,True,A,-7.0,2003,2.0,859.72981133148,807.6163942300238,52.11341710145621,0.0,10.14,-10.14,0.0,0.0,0.2,3.6,-3.4,0.0,0.0,0,0,0
2003-02-28,Hong Kong,Mongolia,10.0,0.0,EAFF Championship,So Kon Po,Hong Kong,False,H,10.0,2003,2.0,963.290045631204,864.4391625834616,98.8508830477424,1.0,1.6,-0.6,0.3,0.1,0.5,3.2,-2.7,0.1,0.1,0,0,0
2003-03-02,Hong Kong,Guam,11.0,0.0,EAFF Championship,So Kon Po,Hong Kong,False,H,11.0,2003,2.0,980.6401423666533,832.1567002626781,148.48344210397522,1.8,1.2,0.6,0.4,0.1,0.0,9.75,-9.75,0.0,0.0,0,0,0
2003-03-02,Macau,Taiwan,1.0,2.0,EAFF Championship,So Kon Po,Hong Kong,True,A,-1.0,2003,2.0,875.2310409210086,835.1895052988258,40.04153562218278,0.6,3.5,-2.9,0.2,0.0,0.9,3.5,-2.6,0.1,0.0,0,0,0
2003-03-04,Singapore,Maldives,4.0,1.0,Friendly,Singapore,Singapore,False,H,3.0,2003,1.0,945.9762335339749,896.075806158491,49.9004273754839,1.2,1.5,-0.3,0.4,0.2,1.2,1.1,0.1,0.3,0.2,1,0,0
2003-03-04,Sudan,DR Congo,1.0,3.0,Friendly,Khartoum,Sudan,False,A,-2.0,2003,1.0,964.0328851396415,1035.6990315980088,-71.66614645836728,0.9,1.5,-0.6,0.2,0.2,1.5,1.2,0.3,0.4,0.3,0,0,0
2003-03-05,Israel,Moldova,0.0,0.0,Friendly,Ramat Gan,Israel,False,D,0.0,2003,1.0,1047.580855415877,856.1370761194383,191.44377929643872,2.2,1.7,0.5,0.6,0.2,0.5,1.7,-1.2,0.1,0.2,1,0,0
2003-03-07,Benin,Niger,1.0,1.0,TIFOCO Tournament,Cotonou,Benin,False,D,0.0,2003,2.0,973.4482538094092,965.3493472460193,8.098906563389846,1.2,1.9,-0.7,0.3,0.3,1.0,2.57,-1.57,0.14,0.29,0,0,0
2003-03-09,Botswana,Lesotho,0.0,1.0,Friendly,Gaborone,Botswana,False,A,-1.0,2003,1.0,959.6048598705595,858.5241881892833,101.08067168127616,1.1,0.9,0.2,0.4,0.2,0.3,1.7,-1.4,0.1,0.1,3,1,1
2003-03-09,DR Congo,Congo,3.0,0.0,Friendly,Kinshasa,DR Congo,False,H,3.0,2003,1.0,1051.6311273724716,973.8329434068612,77.7981839656104,1.8,1.2,0.6,0.5,0.3,0.6,1.2,-0.6,0.1,0.6,2,0,1
2003-03-11,Cuba,Jamaica,0.0,0.0,Friendly,Havana,Cuba,False,D,0.0,2003,1.0,1055.3853425294324,1053.2509299700246,2.1344125594077923,1.0,0.4,0.6,0.4,0.4,1.5,0.7,0.8,0.4,0.4,0,1,2
2003-03-12,Tanzania,Uganda,0.0,0.0,Friendly,Arusha,Tanzania,False,D,0.0,2003,1.0,983.2696699073119,1025.2462842747682,-41.97661436745625,1.2,1.4,-0.2,0.3,0.3,1.5,0.9,0.6,0.5,0.2,1,1,0
2003-03-13,Cuba,Jamaica,1.0,0.0,Friendly,Havana,Cuba,False,H,1.0,2003,1.0,1055.2379043879785,1053.3983681114785,1.8395362764999845,1.0,0.4,0.6,0.4,0.4,1.2,0.6,0.6,0.3,0.5,0,1,3
2003-03-14,Martinique,French Guiana,2.0,1.0,Friendly,Fort-de-France,Martinique,False,H,1.0,2003,1.0,1091.628619402037,987.0297011238771,104.59891827815989,2.1,0.9,1.2,0.6,0.2,0.5,1.0,-0.5,0.0,0.5,0,0,0
2003-03-15,Namibia,Botswana,0.0,1.0,COSAFA Cup,Windhoek,Namibia,False,A,-1.0,2003,2.0,842.0125255697807,939.0769585183829,-97.06443294860219,0.6,3.1,-2.5,0.0,0.1,1.0,1.0,0.0,0.3,0.2,0,2,0
2003-03-15,Guadeloupe,French Guiana,2.0,2.0,Friendly,Fort-de-France,Martinique,True,D,0.0,2003,1.0,1035.479616472198,975.7062172022141,59.77339926998377,2.9,1.6,1.3,0.6,0.0,0.67,1.33,-0.67,0.0,0.33,0,0,0
2003-03-15,Kenya,Uganda,2.0,2.0,Friendly,Nairobi,Kenya,False,D,0.0,2003,1.0,1104.5178283101977,1022.3606693601431,82.15715895005462,1.8,0.8,1.0,0.6,0.3,1.4,0.8,0.6,0.5,0.2,2,0,5
2003-03-15,Rwanda,Burundi,4.0,2.0,Friendly,Kigali,Rwanda,False,H,2.0,2003,1.0,1032.6324607039528,935.2124601537357,97.42000055021708,1.1,1.3,-0.2,0.5,0.1,1.2,1.5,-0.3,0.2,0.3,0,0,0
2003-03-16,Lesotho,DR Congo,2.0,2.0,Friendly,Maseru,Lesotho,False,D,0.0,2003,1.0,879.05208954146,1070.3450740809894,-191.29298453952947,0.3,1.5,-1.2,0.2,0.1,2.1,1.2,0.9,0.6,0.2,0,0,2
2003-03-16,Kyrgyzstan,Afghanistan,1.0,2.0,AFC Asian Cup qualification,Kathmandu,Nepal,True,A,-1.0,2003,2.0,887.3722397126326,935.2777690135297,-47.905529300897115,0.4,1.9,-1.5,0.1,0.1,0.0,2.0,-2.0,0.0,0.0,0,0,0
2003-03-16,Zimbabwe,Malawi,0.0,0.0,Friendly,Harare,Zimbabwe,False,D,0.0,2003,1.0,1073.4148366132865,1006.195419535709,67.21941707757753,1.2,1.0,0.2,0.5,0.2,1.4,1.2,0.2,0.5,0.2,3,1,1
2003-03-18,Nepal,Afghanistan,4.0,0.0,AFC Asian Cup qualification,Kathmandu,Nepal,False,H,4.0,2003,2.0,919.800443767107,949.0855131763019,-29.285069409194875,1.7,3.4,-1.7,0.3,0.0,0.5,1.75,-1.25,0.25,0.0,0,0,0
